shap_invoice_count,shap_avg_invoice_value_usd,shap_total_outstanding_usd,shap_receipt_count,shap_unapplied_credit_abs,shap_has_unapplied_receipt,shap_receipt_to_invoice_ratio,shap_debit_note_count,shap_total_debit_note_usd,shap_credit_note_count,shap_total_sales_value,shap_avg_invoice_value,shap_active_months,shap_recency_days,shap_purchase_frequency,shap_relationship_years,shap_unique_products,shap_unique_categories,shap_category_concentration,shap_behaviour_cluster,customerid
-0.049093651822323364,-0.010075627018885895,-0.03900602608125138,-0.006632607819650358,0.0003697253741613375,-0.022525770221552423,0.0021301038170459625,3.266226430096856e-05,0.00028051756788355245,-0.004792781190847362,-0.018991914904035755,-0.016397664071231437,-0.008528050040848499,-0.11169102691455406,-0.006453388966183693,-0.01002778554065532,0.000747139173540814,0.010461046316341175,0.007060095909729008,-0.008993486537054996,1002010000765
-0.052400945214701136,-0.01309452241928098,-0.032861443895826785,-0.006596822719001286,0.0007145247075331692,-0.02252098745398713,0.0029553821701319115,1.600956824709935e-05,0.00016861249907367893,-0.004656310134568446,-0.008244922331118216,-0.019878318089649474,-0.003951600342410987,-0.09472842451192694,-0.009238332599250321,-0.0006877038722505231,0.0027945097739494624,0.009085751705941173,0.00409556217843776,-0.011555376530106784,1002880000733
0.05524176319372606,-0.009072920426611869,0.049064313593296195,0.0684577267975465,0.0001448163540427365,0.0839794186574536,-0.010398435535931299,0.0001362289835996529,-0.00097096301426411,-0.00413129952375657,-0.024649226215433515,-0.037215552547236026,-0.008359646301771443,-0.07308426204051037,-0.007284705690202698,0.013479670732073096,-0.0025152236362597784,-0.008637104523937211,-0.009605719220974343,0.017796036528800213,10031000009075
-0.003923876044637041,0.0010051604127986826,-0.0003787348498888489,0.013518503955734885,0.0019114992865253743,0.04005488607499845,-0.0021446413638164254,0.0021512987444275698,0.002088280570561829,-0.0020644112320120423,0.015845816123877785,0.0043675723977780094,0.003510823820091057,0.3560915874985188,0.0038054594997281466,0.02867898637429695,0.030186688972329418,0.03189899160402679,0.042595841133154615,0.016424665586811462,10032000007593
-0.007604312441943059,0.02925494373117,0.017605201878554598,0.001751139001912227,0.00733312378352459,-0.0062641686215704545,0.004376777732958286,0.0014836896798808316,0.004417702265091386,-0.0017145101802555397,0.008353072657513467,-0.016044796064853123,-0.001365243026506536,0.4198087934885077,0.012053022263681844,-0.0019051382357212628,-0.0004639349107128496,0.005344339881491962,0.002792627089852223,0.02256734809583498,10048000003503
0.046503802710922575,0.05680598571929703,0.0009539582458215052,0.012177066074670263,0.01070149143236864,0.07147360456786694,0.023753360525091253,-0.0008836094253828721,-0.00039926300192642903,-0.002522248673641906,0.05330881940641411,0.08708100122032865,0.020067291681570634,-0.03551263712030916,0.010175417376501123,0.02407471336990147,0.02420813007107237,0.031613377706765776,0.016571469197775333,0.017955452810809028,1020110002456
-0.006159369930690651,0.06853946725677525,0.042146729451063875,0.0021596386795593005,0.008464643644490063,-0.008326958794327339,0.004582405104876026,0.00011508978978032584,0.0038758754507693866,-0.0016046343274650641,-0.0028251910289050857,0.044764038706348507,-0.002951178544759079,0.3500886932812921,0.009351518483034567,0.021969739059889207,0.005965286344332969,0.010323350726546335,0.00806608347472683,0.02182968933631147,10245000004714
0.05816423970809517,0.1623480336224666,0.15420011745839377,-0.0019108895358055191,0.007040663910079381,-0.008272404084527566,0.0028940870994169188,0.0006739622686475704,0.00023879169802353939,-0.0025704593023643182,0.018645021694828387,0.006051974822161164,0.00492387039676719,-0.05970833611434795,0.015372867823555217,0.0007587887100555599,0.029288797343275833,0.03361158229647129,0.02781667246224104,0.007671025949707451,1026660000573
0.10238757232988063,0.009671504709942567,0.05301213240948756,0.011418771088980668,0.025415958287921574,0.004079492407933068,0.022822032290553743,-0.0005665673315360311,7.5720131664194806e-06,-0.0029002607517912226,0.028521923961733704,0.10106609160569034,0.022541858223323816,-0.02298012179641388,0.041126224128265644,0.058602756013289396,0.03964978171956072,0.03798677813988595,0.04053914418426036,0.034993215560996126,10271000007691
0.025687877290995628,0.006393023869365719,0.07157690707331447,0.10660100035407281,0.026386328643978735,0.14586567229529207,0.0022688071311011125,1.8231999936861082e-06,-0.00041622561325162916,-0.0029203288851713015,0.027980304753203337,-0.015671604600280005,0.013453432886858482,-0.05702345155882153,0.002926101598250197,0.038019530196834725,0.01351223238592029,0.002834029313802595,0.003293399591546708,0.014903675284261902,10271000007704
