shap_invoice_count,shap_avg_overdue_days,shap_max_overdue_days,shap_num_overdue_invoices,shap_pct_overdue_invoices,shap_avg_invoice_value_usd,shap_total_outstanding_usd,shap_receipt_count,shap_unapplied_credit_abs,shap_has_unapplied_receipt,shap_receipt_to_invoice_ratio,shap_debit_note_count,shap_total_debit_note_usd,shap_credit_note_count,shap_total_sales_value,shap_avg_invoice_value,shap_active_months,shap_recency_days,shap_purchase_frequency,shap_relationship_years,shap_unique_products,shap_unique_categories,shap_category_concentration,shap_behaviour_cluster,customerid
-0.022854327050358045,-0.016458784342262917,0.00218665098592967,0.04643905882094401,0.3737236593164678,0.0043252853960246565,0.015245390691128957,0.0019262138743506333,-0.0008333542529772103,0.0025221335712448476,1.2494341793226872e-05,0.000156409563875721,0.0001097903510573176,-0.0006709113270708132,0.007377812931315225,-0.0010575825105480481,0.00126441928480567,-0.03453786274544057,-0.00023901630746361196,0.007194522910043629,0.010829579514908613,0.021624916501875962,0.017049836090502785,-0.0029138003988798174,10048000003503
0.0025808463084789667,0.16433610394637765,0.1740253803423704,0.07631807582410155,0.19013477929004471,-0.0014211228407748772,0.0033555092281505965,0.005587955139315368,0.0027730332064278013,0.022838810488106986,-0.001179036332757943,0.00013828782736393543,0.00010405445481854808,-0.00045576391056983365,0.00241700686753133,0.01606069531296784,-0.0011012172400934773,-0.015771909859897622,-0.0014124436282837883,0.0005141729354894047,0.002470679902266395,0.008785781177586233,0.0098844246726472,-0.001894901233733077,10474000005455
-0.010367813665066682,0.15890655124434958,0.033180429948396366,0.07551738161628839,0.2952822475063462,0.007635612741911248,0.001716555770755522,-0.001338265473638598,-0.0006641355638634176,0.027049149750289832,-0.001900387467085576,0.00026767747546124857,0.00010054102211556445,-0.0004416923701639209,-0.00260696168630328,0.002392584079433981,-0.001971588405070528,-0.024185505648766,-0.001017731508057538,0.003072584442888328,0.0013881144769206087,0.019142864324507746,0.022642897574332663,-0.0013785749747139181,1083330000215
-0.004663420317947376,0.2461730125734875,0.29029474044217035,0.03268490178514256,-0.019327746343498806,0.0028106615982786067,-0.0037824658147265805,0.0010309748573546175,-0.0007299812842066308,-0.0014745089590289505,0.0014396083317819012,0.00010779535565751435,9.548759456872798e-05,-0.0004674172360866436,0.0007715007652821474,-0.005148271897368947,3.493415467132583e-05,-0.011740659896454715,0.0005662411548691603,-0.002293502247007052,0.005405972275101153,0.01083013091235177,-0.0032364869110680767,0.016374367651277054,10913000004042
-0.009534056022187237,-0.07954873504466195,-0.06371539746072326,-0.047063302347429954,-0.10234876193838473,-0.00045228266698456104,-0.0030206748908593933,-0.0015795073092596521,-0.0007266424112677827,-0.0028223118454822156,-0.00016937366992347851,6.99682629029218e-05,6.678602836241491e-05,-0.0012616109082728335,-0.0011574082967715671,-0.002371937717655233,-0.0007586816275208867,-0.018726367732362425,0.0004900820662522354,0.0009343512578218786,0.0008240574629074766,0.005111163472285345,0.005579551396097171,-0.0037297061789479833,1096990001001
0.039064360358435544,0.12492880555767936,0.15231808834645957,0.061826189257202166,0.1791758951419499,0.00866001387628424,0.012229243025761312,0.0015290429487700614,0.001281674346153879,-0.00042507329990676076,0.0005807965092192907,0.00036105426653754613,0.0004208886630353775,0.00016090150891712166,0.0013022172795473378,-0.0007350334946143558,0.00011641070992015549,0.06291793101476532,0.0003870778216391592,0.003776220878846458,-0.0002752461466976852,-0.004341439639249135,-0.0005846414789544473,0.010550188062596505,11245000000085
0.07330971760967799,0.10470846253396064,0.029796967172657843,0.05539248655902439,0.25853416556469966,0.0018850446144076183,0.0006394250155249704,0.002665236557652881,-0.0005220184590927351,-0.0006577286087197617,0.0024728235842212416,0.0005705104776276119,0.0006047122983240535,-0.00025531367930314337,0.0045511145938229676,-2.650875874863438e-05,-0.0011129488801545386,0.0938230259864224,-0.0024666956415186478,0.004450461944868179,0.00022958967888078157,0.01359429132643666,0.01115184781686246,-0.002249467429600721,11268000005598
0.00680897995908207,0.11972604189056048,0.2479897957755543,0.07147305379881318,-0.01715064108471085,-0.00040172996581992304,0.008374487555471362,0.022293749156177614,0.009349799989797701,0.03190828519861682,0.0006590848245737576,0.0002618044377712681,0.00020194458433948545,0.01602895225665926,-0.003918882106007672,0.0018613121955695392,0.0032077950307159873,-0.009389808752786107,0.006650213891608334,-0.005344673168126889,-0.0012886115872085481,0.0015455181992955007,0.00014154629218861032,-0.015339292684677269,1147440000662
0.05018973779326548,-0.07685311097708505,-0.08144717684184939,-0.07426927209886139,-0.1263966598586814,-0.0009642910469992624,-0.0017950625760916972,-0.0011143325863951512,-0.0014148229700769142,-0.0015138526490193571,-0.0002361382223791874,5.7330341390487164e-05,4.561978138184141e-05,-0.0010654843851192564,0.002270966465139292,0.003154176733005414,-0.0008298897766362698,-0.022578787492102532,-0.0009957626311891358,-0.0021312136896739038,0.0015681877712353735,0.006245888460839364,0.005209472728799773,-0.0027129870616293466,11980000004900
-0.049312815397507925,-0.05078564593899526,-0.04214986696116992,0.010875992173663156,-0.08970118427436323,-0.0023794665260268638,-0.008822614347909758,-0.0001899060677794385,-0.0021728216891718386,-0.0015815448090088099,0.0012109938358070662,0.00011661973947330736,8.504575759951667e-05,-0.0014919836191718244,0.0006599999293209471,0.021868659150008733,0.006280174278302353,-0.04147401402855891,0.003074093210717352,0.002637159573274476,0.000761098732438638,0.0020157859101356326,-0.004216091990178508,0.007710106665606915,12118000005868
0.00018890155419882962,0.13937231311328988,0.15907779564141092,0.06573402870146687,0.18537756523964605,0.005989241615011051,0.008542770702583446,0.0008514397084674533,-4.529633573953116e-05,-0.0004209419375464427,0.00092030592842786,0.00037151302980054004,0.00016047238247963636,0.00015054133507306448,0.0016794341231861764,0.0007154711020897975,-0.0030275437733321554,0.0747536938988573,-0.0006102550890216411,0.0006314895251271776,-0.002625967391371048,-0.0020261790261235538,-0.0018890616598629135,0.01021746948981562,12141000008288
0.04881386839267662,-0.0812966284845134,-0.08164934442988149,-0.07327845933831399,-0.12872928231458633,-0.00019057034499685998,0.0007287980172646567,-0.0012200982595355014,-0.0005030606008924667,-0.0021658368197411504,-0.00026187959473091335,5.760953351034114e-05,5.6657005211906485e-05,-0.0010694253803348829,2.5225543368865232e-05,-0.001324680095070363,0.00121298475742125,-0.022905149012078387,-0.0009082629417909272,0.0029494951186014346,-0.0009691109295427308,0.0061170772178452135,0.005882074173077764,-0.0002827993350344238,12190000002292
0.04152350384168087,0.11615942915433872,0.13619855106040094,0.06032057019469756,0.18428127006938713,0.010454499626787026,0.015570702545668773,0.001168722633500929,-0.00033934506709351955,-0.00016559474213364027,0.0005385457349786392,0.00033572695500641586,0.00039618824657157095,-0.0002497312557838469,-0.0006341704866190447,-0.003023740488110525,0.0013803310072983428,0.06792376840516025,0.0020318254370761553,0.002086040226285444,0.0013584510686269196,0.012929959337777413,0.013181942293912443,-0.0007668153500522847,12301000000759
0.05762322793686659,-0.08833636212729669,-0.08744907594098791,-0.07922172977654644,-0.15143767049973825,-0.0007035517950882365,-0.004498766786467596,-0.001157001223409817,-0.0014554531260494007,-0.0030575529920261043,0.0002369012142734225,-0.0022510504948404617,-0.0005297210095973732,0.03050302599957102,0.0019510519201794794,0.014943721118788746,-0.00024019177890449565,0.07080721619610639,0.0009822076859290353,0.0023546542295676378,0.0048900152005490905,-0.0005960089832507563,-0.0008066661966311049,0.006537983106937225,12301000000784
-0.04955108411723737,-0.06904471359725459,-0.05109584534986501,0.01790713329764098,-0.06639533284963971,0.0010396170364786377,-0.010172077293976721,-0.0028412341770785517,-0.001067652343785016,-0.003000103639800726,-0.0007493123971710116,0.00012957457683190378,9.404501086857003e-05,-0.0015248477454691564,0.002244048904959622,0.0013372410446171297,-0.0019816681691998206,-0.046451559939839154,-0.003365512920197591,0.0013687270853200843,0.0012252825795053515,-0.0035318934270578083,-0.0035043407537250866,0.007187377729676042,1234770000547
7.368339287133633e-05,0.1659479757038162,0.17916797492587372,0.07221087855227654,0.2036829821817722,-0.0026463134955824657,0.004436138173713622,0.0023958380286440155,0.00011390007018283793,0.00027481315817726474,0.0031456204044698734,0.00016014618276814763,0.00011195965705408129,-0.00032790076992185425,0.0028596970471866006,0.014404809441150664,-0.0010236525285093612,-0.014682241125433955,-0.0022630054282996048,0.004668506961877205,0.005839338997921531,0.0005142004631187878,0.00208354962338052,0.01094030225942636,12450000008544
-0.00028035517947058806,0.1779779819891124,0.1815631694482862,0.07809342951803055,0.20110883657185838,-0.0035099760911661924,0.0025607748549047555,0.0022205732737825465,0.0001272587101447234,9.767598813402559e-05,0.002984485219175443,0.00015357162015098763,0.00010506830906326844,-0.0003266262633532063,0.0024182428905094875,0.01448193502891861,-0.0004935223819913156,-0.015075237382852817,0.0024287979215730673,0.00023057173418244701,0.006704097957975193,-0.0027064035298269935,0.0036033716486281366,0.010621480022164998,12641000000163
-0.026819632542420885,-0.028525052105462564,-0.018490140649761025,0.049086002850422875,0.296042444625823,0.0019082958351552648,0.0018508071775300086,0.006970312275689418,-0.004836068429152663,0.011865931683172057,0.03487446015274044,0.0001910990356568616,0.000218932893788184,-0.0006539433153338485,-0.008901371707194008,-0.001314076346787453,0.0016139740707207363,-0.031312003602342466,-0.004197131238419999,-0.014709333178490063,0.005719572456126516,0.014080214707284098,0.0178105936229066,0.0005676945586639673,1292110000847
0.0001238829817944648,0.16596183630426073,0.17843036133046838,0.07278516486105335,0.19087625057792185,0.001093977850196551,0.0011951111197975998,0.009334633148364607,0.0025648368549239945,0.02510765661363913,-0.001276436490562597,0.00034563996969317717,0.00011150010561730998,-0.0002857570201965359,0.00047202158668123835,0.006585103175719481,0.0004274865653860239,-0.015755886995709192,0.002262651096902414,0.0031665283615287753,0.004280945134611885,-0.003678586538167764,0.0024967860996220033,0.008630161851054145,1302110000568
0.001616213130777663,0.18578754775580608,0.18943982916298244,0.0713500351146939,0.20248772283146738,-0.0018667856765935168,0.002622234320471657,0.0022226901943123377,0.0005935921724946783,0.0014331146121117266,0.0005025975640185565,0.00017510783457589616,0.00011452765058668272,-0.0003589728949062543,-0.005871125250487895,-0.0013796450892408774,-0.0015933844044691875,-0.014985999816490465,0.002174029377086964,-0.004879351313762601,0.004717428346377728,-0.003053291095162553,0.002332844360070579,0.01265110013407024,1303770000402
-0.017849372047649976,0.0017063489381028193,0.0025552809553854453,0.051413149731830234,0.3335215189276018,0.0029910558651467596,-2.766847769358122e-05,0.0023739123320131576,-0.0005872257127210365,0.001783739139862597,0.0011472915578175605,0.0005611591953069167,0.0005615521046539167,-0.0006689575425257887,0.003504375568601654,-0.002105825616847028,0.007412290352252383,0.13973418533343107,0.0007861596919188234,0.01691838872581043,0.008796753020157217,0.01256974259405368,0.020736178017137397,0.003921835890954541,13441000000642
0.0422540321477891,0.13919610971366986,0.1769245477627,0.06802810551231649,0.21450908841175567,0.0057653895294980705,0.00893177877680497,0.00077830210409275,-0.0005848797765965504,-0.0004686126752362894,0.0014852926445840585,0.00011344249148012806,7.549385833863184e-05,-0.00038759645413622096,0.0015687923481796017,-0.00015215854796539227,0.0005269359443878038,-0.02022204434985259,-0.0003762773415558804,0.0023317176332704145,0.002987959364365856,0.011761489380502215,0.012557965694433567,-0.0010156722948919826,13591000000252
0.044198504331413604,0.1286265137717543,0.14066011009782753,0.056846180825908824,0.1901288375576889,-0.0018495189139514456,-0.0012250321622408983,0.0018433016699547175,-0.001128246205966457,-0.0004110199929111028,0.0006178232254416656,0.00041675545418838286,0.00018213762469806823,-0.0002881772207190622,0.0029593710826008018,0.01031227954842671,0.0024110594220986452,0.06241256973422567,0.0022592906252804747,0.003124582960084509,-0.0032517363437829508,0.009707131709530536,0.010325844292343457,0.0018773054507058326,13591000000260
0.052476900421388445,-0.0789201357339478,-0.07721579611920741,-0.07380211753217354,-0.1328810364733033,-0.0015622083854495911,-0.0028744620637362927,-0.0007067584482592461,-0.0006182136754509778,-0.0021883501993986104,-3.2276681290821366e-05,5.5282173282101454e-05,5.824327164896988e-05,-0.001093617450479859,0.0011447427559933953,-0.003069953437085165,-0.0006200775699042728,-0.022070089315519733,-0.0010417123004638834,0.001855673257985748,0.00046271296890564414,0.006370466824028092,0.005052217828603665,0.00030976776176842125,13591000000276
